TestTime,Result,Cooked,PeakdB,CookedVPtime,RefVPTime,CookedTime/RefTime*100%,VPList,CookedTime,RefTime,Cooked/RefTime*100%,VRRestult,CookVLen,RefVLen
2018-05-11-21-00-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_00_00\capaec170.pcm,-6,9932,12036,82.5191093387,[(404688 30 -42) (436551 597 -7) (548997 0 -49) (573715 767 -23) (630077 15 -43) (666622 556 -18) (749353 44 -40) (785080 251 -6) (906568 425 -7) (1046394 164 -29) (1144146 200 -19) (1210180 69 -42) (1225695 460 -24) (1332637 101 -40) (1422104 1942 -9) (1558558 516 -7) (1602181 937 -6) (1658534 3 -47) (1704902 1344 -6) (1783081 78 -31) (1815144 1433 -8)],6383,8576,74.4286380597,行你杨我进了我的养成一种自我桔贝,16,52
2018-05-11-21-01-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_01_00\capaec171.pcm,-6,10764,12036,89.4317048853,[(404775 30 -43) (435965 552 -7) (504656 1 -48) (573500 801 -24) (629677 15 -42) (665384 577 -23) (769304 0 -49) (783458 238 -6) (905574 407 -8) (1039551 239 -36) (1144202 147 -21) (1209908 786 -10) (1331548 135 -34) (1421237 1966 -9) (1558022 701 -11) (1601407 895 -6) (1655779 60 -29) (1704112 1726 -6) (1812667 1488 -8)],6442,8576,75.1166044776,行行杨西进了我的方城一种不是我桔贝,17,52
2018-05-11-21-02-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_02_00\capaec172.pcm,-6,10287,12036,85.4685942173,[(405412 63 -43) (436261 587 -7) (504906 39 -45) (581963 627 -24) (630437 197 -46) (665577 65 -35) (679014 297 -33) (750470 37 -44) (769466 0 -49) (783495 252 -6) (906096 377 -10) (1039998 200 -42) (1144229 127 -17) (1210182 83 -41) (1224194 504 -9) (1332764 57 -40) (1421599 1949 -9) (1558335 706 -9) (1601868 913 -6) (1656076 3 -45) (1704610 1704 -6) (1812786 1500 -8)],6255,8576,72.9361007463,行用从西进了我的恩城一种只是我与背影,18,52
2018-05-11-21-03-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_03_00\capaec173.pcm,-6,9937,12036,82.5606513792,[(404911 30 -41) (436882 620 -7) (503878 55 -38) (584226 613 -18) (630098 189 -38) (665158 57 -42) (683327 208 -12) (750181 31 -44) (785372 251 -8) (906931 417 -8) (1042436 255 -29) (1143857 184 -28) (1211217 1 -48) (1226155 464 -25) (1332394 54 -42) (1423213 1936 -9) (1558993 513 -7) (1593592 1124 -6) (1657846 28 -43) (1704850 1364 -6) (1782413 108 -22) (1815453 1435 -8)],6531,8576,76.1543843284,行你杨我进了我的当成一种日自我桔贝,17,52
2018-05-11-21-04-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_04_00\capaec174.pcm,-5,10052,12036,83.5161183117,[(404532 38 -41) (436443 607 -8) (582691 556 -26) (665185 578 -33) (783819 248 -5) (906115 407 -8) (1040801 263 -35) (1144294 154 -18) (1210389 78 -42) (1224882 481 -12) (1331508 133 -36) (1421528 1971 -7) (1556668 551 -8) (1601500 929 -6) (1703863 1379 -6) (1781537 113 -23) (1814085 1566 -8)],6325,8576,73.7523320896,行有杨洗我进了我的皇城一中只是我桔贝,18,52
2018-05-11-21-05-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_05_00\capaec175.pcm,-6,10249,12036,85.1528747092,[(404830 68 -46) (436420 600 -7) (504535 7 -45) (574180 730 -22) (666200 607 -22) (750208 0 -48) (783573 277 -6) (905706 434 -9) (1039830 229 -35) (1144581 148 -20) (1212549 0 -48) (1224306 493 -11) (1330575 156 -33) (1421922 1962 -9) (1558296 695 -10) (1601549 916 -6) (1656109 23 -41) (1704229 1358 -6) (1783186 76 -30) (1813607 1470 -8)],6404,8576,74.6735074627,行有杨洗我进了我的王强一种我只是我植被,19,52
2018-05-11-21-06-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_06_00\capaec176.pcm,-6,10040,12036,83.4164174144,[(404777 31 -43) (436439 622 -8) (504010 45 -44) (549050 7 -46) (583469 575 -20) (630297 5 -47) (664896 60 -37) (681844 233 -25) (768450 1 -49) (783563 242 -6) (905370 413 -10) (1040365 252 -33) (1144234 137 -20) (1210753 766 -11) (1332321 121 -38) (1421424 1971 -8) (1558531 681 -11) (1601094 910 -6) (1704128 1382 -6) (1781578 101 -33) (1812963 1485 -8)],6443,8576,75.1282649254,行用从洗我进了我的望城一中只是我植被,18,52
2018-05-11-21-07-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_07_00\capaec177.pcm,-6,10147,12036,84.3054170821,[(404607 32 -41) (436532 618 -7) (504554 32 -42) (548562 15 -43) (584063 537 -15) (664729 589 -20) (785088 233 -8) (907081 413 -7) (1047429 343 -31) (1145600 161 -25) (1211037 77 -43) (1226072 463 -25) (1332854 112 -41) (1422744 1931 -9) (1558894 513 -9) (1593182 1127 -6) (1704751 1370 -6) (1783883 70 -27) (1815449 1439 -8) (1896122 34 -45) (1909443 38 -41)],6381,8576,74.4053171642,行你熊不禁的我方城一种自我桔贝,15,52
2018-05-11-21-08-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_08_00\capaec178.pcm,-6,10359,12036,86.0667996012,[(405684 44 -40) (436875 618 -7) (505104 23 -43) (550556 0 -49) (583159 502 -26) (666297 61 -39) (679629 297 -37) (770085 10 -49) (784359 248 -6) (906975 399 -10) (936978 6 -43) (1040629 221 -41) (1144904 137 -17) (1213028 22 -49) (1225407 515 -8) (1333081 169 -35) (1418694 2032 -9) (1556857 1851 -6) (1658760 2 -48) (1704831 1723 -7) (1814931 1479 -8)],6300,8576,73.4608208955,行用如西进了我的王长勇自我渝北,15,52
2018-05-11-21-09-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_09_00\capaec179.pcm,-6,10879,12036,90.3871718179,[(404566 74 -46) (436194 570 -7) (504416 39 -44) (582655 579 -27) (665748 571 -24) (750256 3 -48) (768438 18 -47) (783721 248 -6) (906012 404 -8) (1040993 204 -29) (1144172 155 -15) (1210784 768 -11) (1331559 127 -36) (1421864 1964 -7) (1558495 1812 -6) (1704077 1729 -7) (1812855 1614 -8)],6375,8576,74.3353544776,行有从西进了我的当成一种我桔贝,15,52
2018-05-11-21-10-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_10_00\capaec180.pcm,-6,9690,12036,80.5084745763,[(404693 84 -40) (437161 625 -7) (505254 17 -47) (584395 556 -22) (665677 60 -39) (678217 311 -22) (750651 30 -48) (768860 22 -45) (785286 247 -6) (907439 432 -8) (1046851 178 -31) (1146167 163 -23) (1211679 28 -45) (1226395 464 -24) (1332808 78 -41) (1423204 1947 -9) (1559682 501 -10) (1603033 924 -6) (1657746 36 -45) (1705372 1348 -7) (1785518 49 -31) (1815706 1590 -8)],6526,8576,76.0960820896,行有杨我进了我的当成一种自我桔贝,16,52
2018-05-11-21-11-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_11_00\capaec181.pcm,-5,10003,12036,83.1090063144,[(403924 44 -41) (436534 623 -7) (503575 22 -44) (549065 0 -49) (573959 0 -49) (583731 618 -17) (666404 28 -44) (677953 308 -21) (749814 33 -40) (767572 42 -43) (784851 256 -7) (906693 410 -7) (1046810 97 -32) (1145711 150 -17) (1210058 68 -42) (1224253 504 -24) (1331529 214 -35) (1422895 1916 -9) (1559033 504 -9) (1592877 1120 -5) (1657311 41 -30) (1704783 1365 -6) (1784500 53 -29) (1814488 1587 -8)],6299,8576,73.4491604478,行你杨只我进了我的王长勇只是我桔贝,17,52
2018-05-11-21-12-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_12_00\capaec182.pcm,-4,10001,12036,83.0923894982,[(405592 8 -48) (435804 646 -7) (504441 32 -48) (572423 781 -26) (665123 33 -43) (677577 325 -25) (783324 241 -4) (905391 406 -10) (1039212 236 -34) (1144209 137 -18) (1210060 54 -45) (1224188 498 -12) (1331432 126 -34) (1421370 1958 -7) (1557340 697 -8) (1601012 913 -5) (1703455 1383 -6) (1783123 73 -35) (1814320 1454 -8)],6030,8576,70.3125,行有从切进了我的啊王成勇桔贝,14,52
2018-05-11-21-13-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_13_00\capaec183.pcm,-6,9897,12036,82.2283150548,[(404219 49 -41) (436737 620 -8) (503931 21 -44) (548912 0 -49) (584255 538 -26) (630133 197 -33) (666864 18 -46) (677586 323 -18) (749791 38 -40) (784524 260 -6) (906835 407 -8) (1041835 260 -32) (1145114 152 -18) (1211797 15 -49) (1225818 472 -19) (1333007 2 -48) (1422060 1956 -9) (1557516 530 -7) (1592641 1104 -6) (1704816 1359 -6) (1782239 96 -24) (1813767 1480 -8)],6565,8576,76.5508395522,行行长洗不进了我的当成一种只是我桔贝,18,52
2018-05-11-21-14-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_14_00\capaec184.pcm,-6,10839,12036,90.0548354935,[(405457 62 -45) (436296 660 -8) (505084 9 -46) (573301 790 -26) (630504 179 -46) (665452 584 -23) (750469 31 -46) (768156 41 -43) (784348 247 -6) (906116 423 -9) (1040892 225 -34) (1144782 155 -18) (1210024 803 -16) (1331398 136 -33) (1422282 1956 -9) (1559153 701 -8) (1602498 911 -6) (1704797 1362 -6) (1784047 74 -26) (1813899 1490 -8)],6466,8576,75.3964552239,行行从只我进了我的肛肠一种自我桔贝,17,52
2018-05-11-21-15-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_15_00\capaec185.pcm,-6,10105,12036,83.9564639415,[(405311 35 -42) (437225 586 -8) (504815 18 -42) (574633 778 -20) (638679 13 -44) (665585 61 -37) (678327 316 -21) (784459 250 -6) (906505 438 -8) (1041291 219 -33) (1144998 146 -21) (1210460 103 -43) (1225273 491 -14) (1332429 116 -36) (1422557 1948 -9) (1559395 658 -9) (1602541 912 -6) (1658107 24 -44) (1704526 1419 -6) (1783677 77 -24) (1814840 1497 -8)],6411,8576,74.755130597,行你行杨洗我进了我的当成一种只是我桔贝,19,52
2018-05-11-21-16-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_16_00\capaec186.pcm,-6,9896,12036,82.2200066467,[(403979 46 -41) (436282 599 -7) (504636 23 -46) (549158 2 -49) (582597 576 -24) (629957 7 -46) (665670 49 -40) (677961 325 -19) (768357 0 -49) (783778 257 -6) (905861 420 -9) (1040882 198 -30) (1144694 145 -21) (1211058 42 -44) (1224642 489 -13) (1331911 139 -37) (1421589 1966 -7) (1556387 718 -7) (1601615 929 -6) (1703844 1368 -7) (1781437 122 -33) (1813502 1476 -8)],6420,8576,74.8600746269,行你行长写进了我的当成一种自我桔贝,17,52
2018-05-11-21-17-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_17_00\capaec187.pcm,-6,9597,12036,79.7357926221,[(405151 65 -42) (436159 605 -8) (503998 27 -41) (549450 0 -49) (583638 549 -24) (629949 20 -36) (665192 62 -37) (678230 307 -28) (750041 5 -49) (768443 27 -44) (784305 229 -6) (906928 395 -8) (1046101 126 -28) (1063870 12 -45) (1144666 173 -22) (1211841 16 -48) (1225001 485 -23) (1332366 78 -38) (1422207 1962 -9) (1558722 507 -12) (1602389 907 -6) (1704234 1370 -6) (1783903 67 -25) (1813461 1603 -8)],6407,8576,74.708488806,行有杨洗我进了我的王成勇自我桔贝,16,52
2018-05-11-21-18-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_18_00\capaec188.pcm,-6,9451,12036,78.5227650382,[(404817 30 -42) (436797 607 -7) (504682 32 -46) (548774 12 -44) (583298 509 -25) (666129 43 -40) (682601 224 -21) (751490 2 -48) (768296 23 -47) (784183 239 -6) (906700 429 -9) (1041314 208 -33) (1062362 39 -46) (1144933 127 -18) (1210294 60 -41) (1224746 492 -24) (1331825 121 -37) (1422070 1953 -9) (1558986 501 -9) (1601800 919 -6) (1704224 1370 -6) (1784360 59 -28) (1814562 1452 -8)],6380,8576,74.3936567164,行有成我进了我的能成一种自我桔贝,16,52
2018-05-11-21-19-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_19_00\capaec189.pcm,-6,10586,12036,87.9528082419,[(405260 25 -43) (436444 587 -8) (504582 15 -46) (573672 690 -27) (630280 0 -49) (666933 4 -45) (682774 225 -23) (750318 12 -46) (783832 237 -6) (905451 419 -10) (1041178 220 -35) (1063862 0 -49) (1144294 161 -20) (1210806 777 -12) (1330243 209 -32) (1421945 1956 -7) (1556821 1837 -6) (1704322 1727 -6) (1813159 1485 -8)],6222,8576,72.5513059701,行有从洗我进了我的王成勇自我桔贝,16,52
2018-05-11-21-20-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_20_00\capaec190.pcm,-6,9946,12036,82.6354270522,[(404815 40 -43) (436905 600 -7) (583709 530 -25) (630366 189 -42) (665560 582 -21) (769349 13 -48) (784656 224 -6) (906876 405 -9) (1042443 202 -31) (1145562 164 -22) (1210759 48 -45) (1225582 488 -24) (1331505 133 -32) (1422487 1953 -9) (1559196 505 -8) (1602544 926 -6) (1705089 1364 -6) (1784234 70 -25) (1814383 1488 -8) (1910904 22 -42) (1984631 0 -49)],6408,8576,74.7201492537,行有杨我进了我的王成勇我只是我桔贝,17,52
2018-05-11-21-21-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_21_00\capaec191.pcm,-6,10434,12036,86.6899302094,[(405289 39 -42) (437193 604 -7) (504879 45 -43) (549552 14 -46) (583165 626 -27) (630742 185 -39) (667060 570 -23) (768730 23 -44) (784616 250 -6) (906316 417 -10) (1047403 96 -32) (1145111 111 -14) (1212645 15 -47) (1225555 494 -21) (1332644 86 -38) (1422639 1960 -7) (1557020 719 -11) (1602413 1189 -6) (1704619 1384 -6) (1781854 128 -34) (1813986 1479 -8)],6402,8576,74.6501865672,行行杨七不进了我的常常一种只是我植被,18,52
2018-05-11-21-22-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_22_00\capaec192.pcm,-6,10337,12036,85.8840146228,[(405061 30 -43) (435909 628 -8) (504909 24 -47) (549010 4 -48) (582076 511 -22) (666404 565 -37) (768566 11 -47) (783023 271 -6) (905448 404 -8) (1039577 233 -34) (1143577 156 -21) (1211379 36 -47) (1224043 510 -8) (1332168 71 -36) (1421130 1964 -8) (1556127 1851 -6) (1655544 50 -32) (1703979 1382 -6) (1780839 130 -29) (1812464 1506 -8)],6397,8576,74.5918843284,行行如西进了我的啊能强一种自我植被也,18,52
2018-05-11-21-23-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_23_00\capaec193.pcm,-6,9748,12036,80.9903622466,[(405347 62 -41) (436615 616 -7) (504723 15 -46) (583172 563 -25) (630109 187 -33) (665399 61 -37) (678309 311 -23) (750244 35 -44) (768648 20 -46) (784592 229 -6) (906193 427 -8) (1046447 164 -27) (1145465 166 -21) (1211453 36 -46) (1225396 487 -24) (1331680 129 -33) (1422227 1953 -6) (1558906 518 -9) (1602381 912 -6) (1658242 1 -48) (1705000 1353 -6) (1785433 48 -34) (1814863 1455 -8)],6491,8576,75.6879664179,行行强你我进了我的啊当成一种自我桔贝,18,52
2018-05-11-21-24-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_24_00\capaec194.pcm,-6,10528,12036,87.4709205716,[(404218 44 -41) (435878 633 -7) (504468 9 -46) (548930 3 -47) (582058 507 -25) (627752 3014 -6) (785443 318 -6) (810969 306 -18) (854613 2 -47) (867599 68 -32) (901474 493 -13) (1144530 67 -29) (1224789 239 -15) (1426021 1659 -10) (1558651 472 -13) (1601531 677 -6) (1704884 374 -19) (1741256 579 -7) (1783547 39 -38) (1833615 1025 -8)],7312,8576,85.2611940299,行有从洗那我的商场一种渝北,13,52
2018-05-11-21-25-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_25_00\capaec195.pcm,-6,10735,12036,89.1907610502,[(405082 37 -42) (436468 665 -7) (504319 51 -40) (549376 14 -44) (573297 780 -26) (630478 25 -35) (666778 553 -30) (750069 42 -43) (784971 251 -6) (907015 366 -10) (1042521 228 -32) (1145449 115 -15) (1211798 50 -42) (1225766 475 -19) (1332599 88 -37) (1422378 2039 -7) (1559413 2085 -6) (1704975 1375 -6) (1784808 60 -26) (1815837 1436 -8)],6578,8576,76.7024253731,行行从洗我进了我的当成一种日自我桔贝,18,52
2018-05-11-21-26-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_26_00\capaec196.pcm,-6,10585,12036,87.9444998338,[(405263 26 -43) (436622 663 -7) (504690 31 -42) (548634 20 -44) (582956 609 -20) (630307 175 -44) (665333 588 -23) (768177 30 -45) (784683 242 -6) (906303 422 -8) (1042403 207 -35) (1144292 179 -18) (1225791 479 -15) (1333205 39 -44) (1421851 1965 -9) (1556751 1868 -6) (1704725 1378 -7) (1782914 100 -27) (1814984 1564 -8)],6473,8576,75.4780783582,行行杨洗我进了我的当场一种自我植被,17,52
2018-05-11-21-27-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_27_00\capaec197.pcm,-6,10223,12036,84.9368560984,[(405928 5 -43) (436478 623 -7) (504464 32 -42) (583402 605 -24) (630259 175 -35) (665230 573 -24) (768969 14 -47) (784536 230 -6) (905650 438 -8) (1042839 216 -34) (1063420 7 -48) (1144912 148 -21) (1210431 94 -43) (1225823 478 -23) (1333164 38 -44) (1422567 1950 -9) (1557851 728 -10) (1602598 913 -6) (1656917 39 -37) (1704466 1357 -6) (1782246 116 -23) (1814723 1444 -8)],6455,8576,75.2681902985,行有从只拉着我进了我的当成一种只是我桔贝,20,52
2018-05-11-21-28-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_28_00\capaec198.pcm,-6,9551,12036,79.3536058491,[(405310 30 -44) (437072 648 -7) (505278 27 -49) (549388 10 -46) (583533 499 -20) (630512 18 -40) (666684 39 -40) (682999 225 -20) (768907 1 -49) (784726 249 -6) (906565 413 -9) (1041354 272 -32) (1064748 0 -49) (1145825 134 -21) (1210471 101 -39) (1225437 482 -15) (1332503 132 -36) (1422121 1963 -9) (1559046 521 -9) (1602250 917 -6) (1704544 1398 -6) (1784822 34 -40) (1815388 1438 -8)],6446,8576,75.1632462687,行你从洗不进了我的当成一种自我桔贝,17,52
2018-05-11-21-29-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_29_00\capaec199.pcm,-6,10069,12036,83.6573612496,[(404703 26 -44) (436840 621 -7) (504314 37 -43) (548787 7 -49) (583420 581 -19) (630769 0 -49) (664991 582 -22) (750004 24 -45) (768247 22 -49) (784923 216 -7) (906225 396 -7) (1047204 170 -31) (1143936 185 -20) (1210195 31 -47) (1225819 454 -25) (1332173 109 -37) (1422287 1940 -9) (1559194 498 -9) (1602155 937 -6) (1657270 41 -28) (1704916 1721 -6) (1814469 1465 -8) (1910487 6 -49)],6406,8576,74.6968283582,行你杨我进了我当成一种只是我桔贝,16,52
2018-05-11-21-30-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_30_00\capaec200.pcm,-5,13791,12036,114.581256231,[(405469 31 -43) (436046 670 -7) (549184 12 -47) (582582 576 -27) (630330 2965 -8) (785753 836 -5) (854977 2 -48) (868089 68 -35) (902807 248 -20) (938537 2684 -34) (1144772 74 -26) (1225017 256 -12) (1426644 821 -11) (1477408 598 -10) (1559449 473 -11) (1601789 678 -6) (1704912 1337 -7) (1786169 0 -49) (1813391 1462 -8)],8169,8576,95.2541977612,人嗯如何只那我的商场一种自我被,15,52
2018-05-11-21-31-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_31_00\capaec201.pcm,-6,10447,12036,86.7979395148,[(404944 31 -40) (435755 556 -8) (504555 9 -45) (582672 578 -24) (630132 17 -41) (665235 582 -25) (751636 0 -49) (768048 47 -42) (783723 258 -6) (905603 418 -10) (1040245 245 -35) (1145091 128 -27) (1210149 95 -42) (1224666 501 -11) (1332408 112 -38) (1421409 1969 -7) (1556759 1871 -6) (1656233 54 -35) (1704164 1417 -7) (1783444 77 -37) (1813362 1482 -8)],6464,8576,75.3731343284,行行从写进了我的肛肠一种十四我纸杯,17,52
2018-05-11-21-32-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_32_00\capaec202.pcm,-6,10684,12036,88.7670322366,[(405422 29 -44) (437086 618 -7) (505088 29 -47) (573042 767 -14) (665985 571 -14) (768229 26 -46) (785446 240 -7) (907131 440 -7) (1044127 424 -31) (1146204 158 -24) (1210333 800 -21) (1332608 109 -40) (1422757 1921 -9) (1559951 500 -9) (1593647 1127 -6) (1658627 21 -43) (1705145 1362 -6) (1782760 102 -22) (1815349 1440 -8)],6631,8576,77.3204291045,行还你杨我进了我的当成一种是自我纸杯,18,52
2018-05-11-21-33-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_33_00\capaec203.pcm,-5,14152,12036,117.580591559,[(405729 8 -47) (435129 624 -7) (503867 77 -41) (580684 628 -25) (639551 2777 -6) (784384 862 -5) (868196 52 -37) (902280 219 -20) (935183 2755 -9) (1143835 62 -27) (1224581 251 -8) (1417027 1830 -10) (1557626 428 -12) (1600259 839 -6) (1705091 342 -30) (1731304 780 -6) (1779877 119 -40) (1811485 1499 -8) (1984437 0 -49)],9373,8576,109.293376866,行有吗只那我就方城一种自我渝北,15,52
2018-05-11-21-34-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_34_00\capaec204.pcm,-6,10899,12036,90.5533399801,[(404131 83 -42) (435633 654 -7) (503361 38 -38) (572667 790 -24) (630030 19 -35) (665368 571 -24) (749042 54 -39) (768367 23 -47) (784099 243 -6) (904973 441 -8) (1039489 541 -33) (1142417 213 -20) (1211044 30 -47) (1225006 478 -13) (1331631 90 -35) (1421482 1970 -9) (1557100 715 -10) (1601344 949 -6) (1704102 1412 -6) (1782329 105 -22) (1812893 1480 -8)],6618,8576,77.1688432836,行行从洗不进了我的肛肠一种是我桔贝,17,52
2018-05-11-21-35-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_35_00\capaec205.pcm,-6,10478,12036,87.0555001662,[(405471 16 -48) (436190 566 -7) (504963 3 -47) (549581 2 -47) (583430 561 -24) (667129 555 -20) (768197 29 -45) (784743 225 -6) (906610 430 -8) (1040834 276 -34) (1064411 0 -48) (1145030 161 -16) (1211561 39 -47) (1225489 484 -18) (1332286 69 -38) (1422188 1964 -9) (1556808 2128 -6) (1704625 1375 -7) (1782332 108 -28) (1813910 1487 -8)],6490,8576,75.6763059701,行有强起我进了我的啊行成一种只是我桔贝,19,52
2018-05-11-21-36-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_36_00\capaec206.pcm,-5,14081,12036,116.990694583,[(405503 25 -44) (436646 612 -7) (505167 30 -45) (582290 579 -18) (630361 5 -48) (646150 2649 -5) (786139 830 -6) (868116 66 -35) (902861 262 -19) (935811 2745 -7) (1144940 78 -24) (1226411 219 -18) (1422174 1929 -10) (1559173 472 -13) (1602043 877 -6) (1705255 1333 -6) (1781373 109 -37) (1823677 1261 -8)],9292,8576,108.348880597,行要那我就商城一种自我桔贝,13,52
2018-05-11-21-37-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_37_00\capaec207.pcm,-5,14012,12036,116.417414423,[(405298 58 -44) (435761 662 -8) (504688 15 -46) (582146 623 -24) (630337 4 -48) (647876 2604 -6) (785959 830 -5) (867604 72 -33) (901681 288 -19) (936458 2690 -7) (1144767 70 -26) (1226282 222 -23) (1426593 1836 -10) (1559082 472 -13) (1601812 897 -6) (1705091 1339 -6) (1782047 94 -35) (1823635 1236 -8)],9187,8576,107.124533582,行要那我王长勇渝北,9,52
2018-05-11-21-38-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_38_00\capaec208.pcm,-6,10448,12036,86.8062479229,[(405398 30 -45) (436075 627 -8) (504470 20 -43) (549807 2 -46) (573266 729 -20) (630645 7 -46) (667302 549 -23) (750620 13 -45) (784552 231 -6) (906448 450 -8) (1040743 274 -29) (1145283 147 -21) (1212390 0 -49) (1225552 475 -13) (1331602 61 -34) (1422433 2039 -9) (1556498 737 -10) (1602370 931 -6) (1657907 33 -37) (1704892 1366 -6) (1784674 62 -31) (1813737 1665 -8)],6465,8576,75.3847947761,行有熊洗我进了我的商城一种你是我桔贝,18,52
2018-05-11-21-39-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_39_00\capaec209.pcm,-6,11028,12036,91.6251246261,[(404619 205 -40) (436300 605 -7) (574612 787 -26) (630510 5 -48) (666729 557 -20) (750632 2 -48) (783826 284 -6) (905516 431 -9) (1039513 250 -31) (1143900 176 -19) (1210422 84 -41) (1224814 489 -11) (1333438 92 -39) (1421581 1974 -9) (1556818 1856 -6) (1657291 27 -38) (1704567 1718 -6) (1813379 1486 -8)],6512,8576,75.9328358209,赢你如洗我进了我的肛肠一种只是我直奔,18,52
2018-05-11-21-40-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_40_00\capaec210.pcm,-6,10392,12036,86.3409770688,[(404743 68 -43) (436751 594 -7) (503588 47 -36) (548695 12 -45) (573415 0 -49) (583692 608 -16) (664926 40 -42) (677424 323 -17) (749884 35 -43) (768267 22 -47) (785399 245 -8) (906771 452 -7) (1047699 384 -32) (1143310 209 -24) (1210219 46 -46) (1226400 451 -24) (1331592 68 -37) (1423358 1924 -9) (1558778 524 -9) (1593702 1128 -6) (1657796 45 -34) (1705022 1720 -7) (1814992 1429 -8) (1911411 18 -45)],6406,8576,74.6968283582,行你杨如今的我啊行成一种自我那只被,17,52
2018-05-11-21-41-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_41_00\capaec211.pcm,-6,9958,12036,82.7351279495,[(405196 70 -42) (437429 612 -7) (504863 22 -43) (584366 584 -21) (665855 47 -42) (678944 309 -18) (750649 35 -43) (785853 235 -6) (907509 452 -8) (1044211 184 -33) (1064257 14 -44) (1146283 174 -19) (1211050 62 -39) (1226432 468 -24) (1332423 68 -36) (1423824 1929 -9) (1559801 505 -9) (1594096 1110 -6) (1658958 36 -40) (1705060 1370 -6) (1784136 90 -26) (1816085 1582 -8)],6349,8576,74.0321828358,行熊好看不进了我的啊能成一种只是我那只被,20,52
2018-05-11-21-42-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_11_21_42_00\capaec212.pcm,-6,10220,12036,84.911930874,[(405346 28 -42) (436068 600 -8) (504349 24 -45) (549689 2 -48) (583108 580 -24) (666715 562 -36) (768791 9 -49) (783563 251 -6) (905597 407 -9) (1040230 214 -36) (1144282 148 -20) (1211050 71 -42) (1224316 522 -10) (1332389 126 -35) (1418754 2028 -7) (1558796 686 -8) (1601440 909 -6) (1655861 65 -35) (1704396 1373 -6) (1780645 131 -33) (1813461 1484 -8)],6297,8576,73.4258395522,行杨只那我的王强一种只是我桔贝,15,52
