TestTime,Result,Cooked,PeakdB,CookedVPtime,RefVPTime,CookedTime/RefTime*100%,VPList,CookedTime,RefTime,Cooked/RefTime*100%,VRRestult,CookVLen,RefVLen
2018-05-23-21-39-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_39_00\capaec219.pcm,-35,454,12036,3.772017281,[(461852 0 -49) (674400 30 -37) (721326 61 -35) (755520 100 -40) (803493 116 -39) (873881 9 -46) (985947 0 -49) (1034045 1 -49) (1267861 0 -49) (1328177 0 -49) (1340643 41 -45) (1375541 10 -48) (1388732 37 -46) (1690784 4 -47) (1757760 0 -48) (1805629 2 -47) (1993443 12 -36) (2040721 31 -36)],33342,8576,388.7826493,Recognition Failed! ,0,52
2018-05-23-21-40-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_40_00\capaec220.pcm,-32,471,12036,3.913260219,[(28995 0 -49) (462954 1 -48) (514411 0 -49) (529494 0 -49) (577727 0 -49) (674883 20 -40) (722090 34 -39) (757474 69 -48) (805315 79 -47) (825665 1 -48) (873745 10 -48) (1033462 6 -48) (1327223 10 -44) (1339204 60 -43) (1374786 22 -42) (1386883 72 -42) (1836049 0 -48) (1884247 21 -46) (1992492 31 -38) (2040441 35 -32)],29060,8576,338.8526119,Recognition Failed! ,0,52
2018-05-23-21-41-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_41_00\capaec221.pcm,-38,476,12036,3.95480226,[(37634 0 -49) (317514 0 -49) (461725 0 -48) (495532 34 -47) (674407 20 -39) (686414 1 -47) (721640 35 -40) (734381 4 -47) (756480 101 -40) (803873 121 -38) (824691 0 -49) (872598 0 -49) (1267191 21 -49) (1340718 31 -46) (1388609 44 -42) (1883634 21 -48) (1914117 9 -48) (1992495 10 -47) (2040396 24 -44)],35932,8576,418.983209,Recognition Failed! ,0,52
2018-05-23-21-42-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_42_00\capaec222.pcm,-37,550,12036,4.56962446,[(463017 1 -49) (496711 21 -47) (674880 20 -45) (722127 41 -37) (755041 120 -38) (802937 132 -38) (873781 7 -48) (1033003 14 -48) (1339253 60 -43) (1386908 69 -41) (1757296 0 -49) (1805177 5 -49) (1836960 0 -47) (1884185 16 -47) (1993050 20 -43) (2041098 24 -43)],35891,8576,418.5051306,Recognition Failed! ,0,52
2018-05-23-21-43-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_43_00\capaec223.pcm,-39,536,12036,4.453306746,[(449828 0 -48) (462105 22 -48) (496943 20 -47) (561579 0 -47) (610577 21 -46) (657998 40 -46) (674401 22 -39) (686966 0 -49) (722398 29 -39) (735000 6 -45) (757069 98 -44) (805068 100 -42) (825711 9 -48) (873728 10 -46) (1033272 16 -48) (1220673 0 -48) (1267751 16 -47) (1340160 30 -46) (1374934 26 -39) (1387006 71 -39) (1611541 0 -48)],35883,8576,418.411847,Recognition Failed! ,0,52
2018-05-23-21-44-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_44_00\capaec224.pcm,-38,298,12036,2.475905616,[(463198 0 -49) (497678 6 -46) (675409 9 -49) (687373 0 -49) (722963 18 -44) (735127 4 -47) (757470 90 -40) (805205 99 -38) (1327721 0 -48) (1340640 2 -46) (1375474 13 -47) (1388297 46 -45) (1741533 0 -48) (1789731 8 -49) (1805467 3 -49)],35826,8576,417.7472015,Recognition Failed! ,0,52
2018-05-23-21-45-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_45_00\capaec225.pcm,-34,278,12036,2.309737454,[(462661 18 -49) (673448 62 -34) (720847 76 -34) (805501 42 -44) (873749 14 -47) (1219702 9 -49) (1303725 7 -45) (1993458 20 -44) (2041288 30 -43)],31236,8576,364.2257463,Recognition Failed! ,0,52
2018-05-23-21-46-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_46_00\capaec226.pcm,-42,287,12036,2.384513127,[(415715 0 -48) (463652 6 -49) (498432 1 -48) (675895 0 -47) (687381 10 -46) (723618 14 -47) (735469 7 -46) (759885 50 -42) (806043 92 -42) (826596 10 -49) (874429 12 -48) (1220175 0 -49) (1268841 22 -47) (1342114 21 -47) (1389912 23 -47) (2041696 19 -42)],38975,8576,454.4659515,Recognition Failed! ,0,52
2018-05-23-21-47-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_47_00\capaec227.pcm,-37,458,12036,3.805250914,[(463004 1 -49) (674880 10 -47) (722700 22 -40) (756960 100 -41) (803966 125 -39) (825601 0 -49) (873571 0 -48) (980359 116 -49) (1220186 0 -49) (1255741 0 -48) (1268507 0 -49) (1327698 0 -46) (1341147 0 -48) (1375577 9 -45) (1389797 14 -46) (1992960 30 -39) (2040848 31 -37)],35980,8576,419.5429104,Recognition Failed! ,0,52
2018-05-23-21-48-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_48_00\capaec228.pcm,-35,380,12036,3.157195081,[(258418 5 -49) (415698 0 -49) (450245 1 -47) (462602 22 -47) (498065 2 -48) (673942 41 -35) (721899 58 -36) (756547 108 -41) (804662 106 -41) (826098 2 -45) (874012 14 -46) (1268268 10 -46) (1390706 2 -47) (1757760 0 -48) (1805621 5 -47) (1993982 0 -47) (2042041 4 -46)],33503,8576,390.6599813,Recognition Failed! ,0,52
2018-05-23-21-49-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_49_00\capaec229.pcm,-32,258,12036,2.143569292,[(32838 12 -49) (463056 2 -49) (673440 51 -33) (721380 57 -32) (735067 4 -48) (758409 31 -47) (806346 44 -47) (985952 0 -49) (1268300 9 -49) (1342087 10 -49) (1389366 33 -45) (2041504 5 -46)],28995,8576,338.0946828,Recognition Failed! ,0,52
2018-05-23-21-50-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_50_00\capaec230.pcm,-40,438,12036,3.639082752,[(70090 9 -48) (117951 12 -47) (414792 20 -48) (463000 14 -43) (513621 2 -47) (561728 0 -47) (721154 56 -41) (734935 8 -48) (757440 30 -44) (805039 99 -41) (824719 0 -49) (1072827 0 -49) (1327221 20 -42) (1340640 40 -42) (1375268 22 -40) (1387257 70 -42) (1790085 0 -49) (1915804 0 -49) (1993443 12 -41) (2041153 24 -42)],35946,8576,419.1464552,Recognition Failed! ,0,52
2018-05-23-21-51-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_51_00\capaec231.pcm,-33,290,12036,2.409438352,[(460468 19 -49) (672581 50 -36) (720316 62 -33) (758006 0 -47) (805911 34 -48) (824704 21 -42) (872517 32 -41) (1255243 0 -48) (1302959 5 -49) (1340695 2 -47) (1387772 41 -47) (1537332 12 -48) (1993029 0 -49) (2040740 12 -46)],31117,8576,362.838153,Recognition Failed! ,0,52
2018-05-23-21-52-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_52_00\capaec232.pcm,-32,392,12036,3.256895979,[(78770 0 -49) (126621 0 -48) (222387 0 -49) (270226 0 -49) (462143 0 -49) (497872 2 -48) (515041 0 -49) (562705 21 -44) (578068 5 -48) (604443 18 -48) (672974 69 -36) (720691 78 -32) (757921 10 -48) (805645 11 -46) (826080 59 -45) (873913 14 -45) (1267818 31 -49) (1340223 10 -45) (1388605 17 -47) (1993462 22 -43) (2041196 25 -43)],29219,8576,340.7066231,Recognition Failed! ,0,52
2018-05-23-21-53-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_53_00\capaec233.pcm,-37,214,12036,1.777999335,[(416195 0 -48) (604744 0 -49) (673932 50 -38) (721712 48 -37) (758922 0 -48) (806700 2 -48) (985453 12 -47) (1033135 21 -47) (1256163 0 -48) (1303869 8 -45) (1342560 0 -46) (1388634 42 -46) (1805745 0 -49) (1993440 11 -43) (2041380 20 -43)],35847,8576,417.9920709,Recognition Failed! ,0,52
2018-05-23-21-54-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_54_00\capaec234.pcm,-40,193,12036,1.603522765,[(463061 2 -48) (674908 20 -42) (722959 20 -40) (757441 21 -45) (805268 32 -43) (1220166 0 -48) (1267043 28 -48) (1389317 31 -45) (1914628 12 -47) (1993440 0 -48) (2041194 27 -42)],35891,8576,418.5051306,Recognition Failed! ,0,52
2018-05-23-21-55-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_55_00\capaec235.pcm,-32,393,12036,3.265204387,[(407182 0 -49) (461489 0 -49) (603431 138 -48) (657312 16 -47) (672480 10 -46) (719878 80 -32) (806927 0 -49) (825120 10 -48) (873099 14 -47) (969121 0 -47) (1016843 7 -47) (1254281 10 -46) (1267288 7 -47) (1302474 20 -45) (1340648 20 -47) (1387828 39 -46) (1884789 0 -49) (1992536 10 -42) (2040602 12 -42)],28941,8576,337.4650187,Recognition Failed! ,0,52
2018-05-23-21-56-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_56_00\capaec236.pcm,-38,377,12036,3.132269857,[(414262 11 -49) (449791 0 -49) (462511 7 -47) (675360 1 -40) (722605 21 -40) (757024 70 -46) (805240 77 -47) (825605 11 -47) (873263 16 -44) (985009 10 -48) (1032913 20 -47) (1220204 0 -48) (1267754 6 -46) (1340168 0 -48) (1374792 19 -42) (1386743 71 -44) (1992960 11 -39) (2040604 26 -38)],35891,8576,418.5051306,Recognition Failed! ,0,52
2018-05-23-21-57-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_57_00\capaec237.pcm,-31,351,12036,2.916251246,[(462565 6 -48) (659309 10 -47) (673440 50 -36) (720629 69 -31) (759368 0 -48) (807309 2 -49) (825618 0 -49) (873277 18 -46) (1043192 0 -49) (1218795 0 -49) (1266081 47 -44) (1326812 20 -41) (1340655 30 -45) (1374828 23 -42) (1388301 41 -45) (2040560 35 -36)],28981,8576,337.9314366,Recognition Failed! ,0,52
2018-05-23-21-58-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_58_00\capaec238.pcm,-35,294,12036,2.442671984,[(463072 0 -49) (498230 0 -48) (673477 60 -42) (687466 0 -49) (722696 31 -42) (760397 30 -43) (808187 39 -43) (873661 18 -44) (1255694 0 -46) (1268433 0 -48) (1303635 8 -45) (1316955 2 -48) (1327702 9 -44) (1341611 0 -49) (1375277 22 -41) (1389497 23 -49) (1993440 21 -38) (2041156 31 -35) (2129079 0 -48)],33540,8576,391.0914179,Recognition Failed! ,0,52
2018-05-23-21-59-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_21_59_00\capaec239.pcm,-37,454,12036,3.772017281,[(463419 0 -48) (529952 0 -49) (563383 2 -48) (577712 16 -47) (673920 41 -41) (721629 49 -37) (757973 89 -43) (805855 94 -42) (825613 21 -45) (873940 12 -44) (1219732 19 -47) (1256165 0 -49) (1268038 24 -46) (1304112 0 -49) (1316623 14 -46) (1327692 12 -41) (1365244 0 -49) (1375449 23 -42) (1757761 0 -49) (1805522 2 -47) (1884531 20 -46) (1993950 0 -48) (2041755 16 -43)],36006,8576,419.8460821,Recognition Failed! ,0,52
2018-05-23-22-00-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_00_00\capaec240.pcm,-38,382,12036,3.173811898,[(497040 4 -48) (675369 20 -39) (723172 27 -39) (757920 90 -42) (805356 109 -38) (874114 3 -47) (1018462 0 -48) (1268706 9 -47) (1317102 12 -47) (1339722 40 -46) (1387669 68 -41) (1806180 0 -49) (2042573 0 -49)],35811,8576,417.5722948,Recognition Failed! ,0,52
2018-05-23-22-01-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_01_00\capaec241.pcm,-36,489,12036,4.062811565,[(414770 0 -48) (448841 1 -49) (462713 9 -48) (495805 39 -49) (659201 0 -49) (672515 61 -36) (720853 61 -37) (756488 109 -42) (804381 109 -41) (826179 0 -49) (874270 0 -49) (1268217 0 -49) (1303307 7 -45) (1375634 5 -48) (1387067 28 -48) (1535011 0 -49) (1741928 0 -49) (1789356 11 -48) (1992968 21 -40) (2040871 28 -41)],33428,8576,389.7854478,Recognition Failed! ,0,52
2018-05-23-22-02-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_02_00\capaec242.pcm,-36,607,12036,5.043203722,[(462084 20 -43) (577564 0 -49) (610101 0 -48) (658116 23 -48) (674401 30 -40) (721107 60 -36) (756000 110 -40) (803364 122 -38) (825165 0 -48) (873257 5 -48) (984998 0 -48) (1032597 4 -49) (1219686 0 -49) (1266344 33 -48) (1316349 0 -49) (1327212 0 -48) (1340233 39 -46) (1375337 2 -49) (1387803 47 -47) (1789123 5 -48) (1881600 64 -46) (1928363 25 -47) (1993440 0 -46) (2040788 18 -42) (2130723 0 -47)],33457,8576,390.1236007,Recognition Failed! ,0,52
2018-05-23-22-03-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_03_00\capaec243.pcm,-36,674,12036,5.599867065,[(189121 100 -44) (236766 120 -43) (462230 29 -49) (556872 10 -48) (604667 9 -45) (631193 0 -48) (805493 101 -36) (1341626 0 -48) (1375636 16 -46) (1388588 47 -43) (1805986 0 -49) (2082838 118 -44) (2130838 124 -41)],33941,8576,395.7672575,Recognition Failed! ,0,52
2018-05-23-22-04-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_04_00\capaec244.pcm,-41,349,12036,2.89963443,[(414724 0 -47) (449760 0 -48) (461999 0 -49) (496951 26 -46) (675840 1 -46) (723144 18 -44) (757502 90 -41) (805549 96 -41) (1219755 0 -49) (1256178 0 -47) (1269150 11 -47) (1303843 11 -47) (1316975 2 -47) (1341600 12 -46) (1376359 0 -49) (1388490 82 -45)],39032,8576,455.130597,Recognition Failed! ,0,52
2018-05-23-22-05-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_05_00\capaec245.pcm,-35,217,12036,1.80292456,[(604580 7 -48) (673921 50 -36) (721661 57 -35) (873979 4 -48) (985460 0 -48) (1033248 23 -47) (1118556 1 -48) (1220194 10 -48) (1256160 0 -47) (1267802 17 -47) (1303814 7 -45) (1328175 1 -47) (1375922 12 -46) (1993920 11 -44) (2041420 17 -42)],33445,8576,389.9836754,Recognition Failed! ,0,52
2018-05-23-22-06-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_06_00\capaec246.pcm,-40,209,12036,1.736457295,[(498169 6 -48) (675432 20 -42) (723488 24 -42) (735623 4 -47) (760808 32 -43) (808641 31 -43) (1268026 14 -48) (1317689 2 -49) (1388994 39 -45) (1993942 10 -46) (2041528 27 -40)],35779,8576,417.1991604,Recognition Failed! ,0,52
2018-05-23-22-07-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_07_00\capaec247.pcm,-37,430,12036,3.572615487,[(498041 1 -48) (675846 10 -41) (722603 37 -39) (756485 110 -37) (803897 129 -37) (873746 0 -49) (1255723 0 -49) (1268617 0 -49) (1304005 1 -48) (1328160 2 -44) (1339718 61 -45) (1375906 10 -44) (1387818 62 -42) (2041950 7 -46)],35866,8576,418.2136194,Recognition Failed! ,0,52
2018-05-23-22-08-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_08_00\capaec248.pcm,-38,341,12036,2.833167165,[(414269 22 -42) (462147 29 -42) (720654 50 -38) (734351 0 -49) (755040 60 -40) (802596 70 -39) (873061 12 -48) (1243272 0 -49) (1340641 20 -46) (1387451 46 -44) (1992499 12 -45) (2040608 20 -44)],35912,8576,418.75,Recognition Failed! ,0,52
2018-05-23-22-09-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_09_00\capaec249.pcm,-33,750,12036,6.231306082,[(449819 0 -49) (463037 0 -49) (561346 1 -48) (657865 10 -49) (675360 1 -48) (697933 1 -47) (722259 26 -48) (745739 0 -49) (755604 70 -36) (803669 66 -33) (985525 8 -49) (1033722 2 -48) (1316415 7 -49) (1327680 0 -42) (1375158 16 -41) (1388813 482 -46) (1611394 45 -48) (1666558 0 -49) (1741440 0 -49) (1789438 1 -49) (1805123 14 -49)],31665,8576,369.2280784,Recognition Failed! ,0,52
2018-05-23-22-10-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_10_00\capaec250.pcm,-32,282,12036,2.342971087,[(462772 0 -49) (672960 50 -35) (720246 68 -32) (734436 2 -48) (804998 4 -48) (873809 5 -48) (1303465 0 -49) (1340161 80 -44) (1388964 45 -47) (1993440 0 -45) (2040506 28 -37)],28932,8576,337.3600746,Recognition Failed! ,0,52
2018-05-23-22-11-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_11_00\capaec251.pcm,-39,432,12036,3.589232303,[(413405 0 -49) (449418 8 -49) (461744 9 -48) (497422 3 -47) (673026 49 -39) (721117 46 -40) (757483 82 -42) (805207 90 -43) (825178 12 -47) (873360 14 -46) (991214 0 -49) (1032600 19 -48) (1267434 0 -49) (1303113 4 -49) (1327251 9 -46) (1340194 0 -48) (1374821 18 -42) (1388085 48 -46) (2040859 21 -43)],35787,8576,417.292444,Recognition Failed! ,0,52
2018-05-23-22-12-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_12_00\capaec252.pcm,-37,395,12036,3.281821203,[(449771 0 -46) (462053 22 -48) (497660 5 -47) (561447 0 -49) (673514 39 -48) (721514 17 -48) (757459 90 -39) (805247 98 -39) (985920 0 -49) (1033222 14 -48) (1255743 11 -46) (1268655 12 -48) (1303525 17 -46) (1316775 12 -47) (1757286 0 -49) (1789514 8 -48) (1805218 1 -48) (1992963 20 -44) (2040635 29 -37)],35874,8576,418.306903,Recognition Failed! ,0,52
2018-05-23-22-13-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_13_00\capaec253.pcm,-39,474,12036,3.938185444,[(555360 163 -47) (603238 19 -46) (722430 26 -40) (757444 20 -47) (805208 24 -46) (825142 0 -49) (873139 7 -48) (985461 0 -48) (1032769 17 -48) (1142371 0 -49) (1268676 0 -49) (1338763 69 -42) (1386814 83 -39) (1992960 22 -40) (2040680 24 -43)],35887,8576,418.4584888,Recognition Failed! ,0,52
2018-05-23-22-14-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_14_00\capaec254.pcm,-40,621,12036,5.159521436,[(15309 0 -49) (616320 10 -47) (664243 233 -45) (687364 2 -46) (721792 47 -42) (735245 8 -44) (756961 112 -41) (804949 116 -40) (985440 2 -47) (1033340 17 -47) (1389519 33 -44) (1993476 19 -48) (2041288 22 -41) (2158639 0 -49)],35841,8576,417.9221082,Recognition Failed! ,0,52
2018-05-23-22-15-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_15_00\capaec255.pcm,-36,427,12036,3.547690263,[(96115 0 -49) (461182 0 -49) (672960 40 -36) (720888 50 -36) (756038 90 -41) (803176 123 -39) (825123 10 -47) (872794 16 -45) (995054 0 -49) (1326745 11 -44) (1340700 0 -49) (1374876 16 -43) (1388027 47 -46) (1756864 0 -48) (2040336 24 -40)],33479,8576,390.3801306,Recognition Failed! ,0,52
2018-05-23-22-16-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_16_00\capaec256.pcm,-33,443,12036,3.680624792,[(497413 0 -49) (609603 41 -47) (657743 42 -44) (672022 72 -37) (720143 75 -33) (1017557 2 -48) (1032766 18 -49) (1255229 10 -48) (1267896 6 -47) (1303175 11 -47) (1342087 59 -45) (1388958 83 -47) (1992968 11 -42) (2041176 13 -45)],31239,8576,364.2607276,Recognition Failed! ,0,52
2018-05-23-22-17-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_17_00\capaec257.pcm,-33,1151,12036,9.562977733,[(376324 51 -44) (424222 69 -41) (461464 22 -48) (497197 0 -49) (560742 3 -46) (610560 11 -47) (635571 0 -48) (657691 28 -47) (674400 251 -36) (720123 71 -35) (734155 12 -43) (755109 109 -39) (802778 121 -38) (825600 1 -47) (835346 206 -48) (873063 18 -45) (984594 19 -49) (1032429 21 -47) (1219772 0 -46) (1267156 21 -49) (1295114 1 -49) (1327200 3 -44) (1340640 2 -46) (1374942 12 -44) (1387641 48 -45) (1804697 1 -49) (1992512 20 -41) (2040184 30 -33)],31510,8576,367.420709,Recognition Failed! ,0,52
2018-05-23-22-18-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_18_00\capaec258.pcm,-40,398,12036,3.306746427,[(205206 19 -49) (460989 23 -47) (604409 0 -49) (673440 40 -43) (721335 48 -40) (735187 2 -47) (757462 89 -43) (805087 103 -40) (985920 0 -46) (1033078 21 -45) (1267874 15 -49) (1388615 38 -48) (1805684 0 -48)],35909,8576,418.7150187,Recognition Failed! ,0,52
2018-05-23-22-19-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_19_00\capaec259.pcm,-38,1791,12036,14.88035892,[(448809 560 -44) (495687 298 -43) (520149 81 -45) (556396 0 -49) (604034 168 -45) (631414 178 -48) (657939 79 -45) (673520 49 -38) (721415 54 -39) (756961 82 -43) (804299 108 -42) (826088 2 -48) (874244 1 -49) (985016 20 -49) (1032856 20 -49) (1268091 6 -47) (1316499 0 -49) (1341120 0 -49) (1388390 56 -45) (1805478 0 -49) (1993445 11 -42) (2041208 18 -41) (2113089 0 -49)],36493,8576,425.5247201,Recognition Failed! ,0,52
2018-05-23-22-20-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_20_00\capaec260.pcm,-35,1375,12036,11.42406115,[(201300 0 -49) (412332 49 -42) (448344 0 -49) (459480 72 -41) (496262 44 -45) (514096 0 -49) (556356 146 -42) (604306 170 -45) (630022 32 -45) (647525 0 -49) (658385 48 -45) (673002 70 -37) (694939 83 -44) (720387 91 -35) (744358 59 -42) (757453 100 -39) (805284 102 -38) (827329 76 -48) (847286 0 -48) (1120750 0 -49) (1268063 24 -45) (1316586 17 -44) (1327238 9 -48) (1340161 52 -45) (1375173 10 -47) (1388121 59 -42) (1490883 0 -49) (1538708 1 -48) (1757790 0 -49) (1805290 14 -48) (1993440 10 -40) (2040791 37 -35)],35368,8576,412.4067164,Recognition Failed! ,0,52
2018-05-23-22-21-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_21_00\capaec261.pcm,-36,2439,12036,20.26420738,[(73133 3 -47) (160801 0 -48) (208798 201 -47) (257343 195 -48) (305492 10 -49) (362613 0 -49) (411486 68 -39) (447366 42 -48) (459486 66 -39) (495503 46 -45) (514081 31 -42) (555894 162 -41) (603985 23 -44) (617326 0 -48) (630139 1 -48) (665515 195 -47) (722613 29 -38) (761760 20 -37) (804800 188 -36) (824249 6 -49) (840289 155 -42) (916188 32 -43) (971840 375 -47) (1084327 0 -49) (1119714 297 -44) (1268160 11 -42) (1315762 26 -42) (1342584 100 -47) (1388563 150 -46) (1610808 0 -49) (1805182 7 -46)],36064,8576,420.5223881,Recognition Failed! ,0,52
2018-05-23-22-22-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_22_00\capaec262.pcm,-31,2140,12036,17.77999335,[(40359 40 -47) (122796 0 -49) (206438 0 -49) (300263 127 -49) (411845 51 -41) (459482 77 -41) (513600 83 -42) (554897 179 -39) (577797 123 -47) (602134 247 -37) (626001 117 -43) (646582 0 -49) (658647 359 -39) (694834 45 -48) (721581 51 -37) (745679 336 -43) (804465 127 -42) (825208 0 -49) (916446 10 -48) (1120960 1 -49) (1219290 0 -49) (1316329 2 -48) (1340778 38 -48) (1388618 38 -45) (1609187 19 -48) (1673761 0 -49) (1762945 0 -49) (1804858 8 -47) (1992480 30 -31) (2040368 32 -31)],31413,8576,366.2896455,Recognition Failed! ,0,52
2018-05-23-22-23-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_23_00\capaec263.pcm,-8,2122,12036,17.63044201,[(69167 0 -49) (115479 0 -48) (460073 72 -39) (496936 35 -47) (515049 0 -49) (556804 132 -48) (604513 156 -45) (629912 45 -43) (658582 369 -41) (696960 20 -47) (722997 27 -38) (744660 558 -37) (796321 307 -35) (823681 0 -49) (844311 27 -8) (871597 3 -48) (1120872 28 -49) (1219682 61 -44) (1267133 146 -35) (1316073 31 -34) (1342599 0 -47) (1375562 0 -49) (1389370 0 -48) (1504828 11 -49) (1552275 16 -48) (1611116 0 -49) (1757780 0 -47) (1789595 16 -48) (1805561 7 -49) (1993072 29 -38) (2041116 26 -35)],274,8576,3.194962687,Recognition Failed! ,0,52
2018-05-23-22-24-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_24_00\capaec264.pcm,-34,680,12036,5.649717514,[(413779 10 -48) (448330 11 -48) (461209 21 -48) (496589 19 -47) (562246 0 -48) (632708 0 -49) (665181 0 -49) (674982 143 -42) (723072 24 -39) (756960 112 -35) (804744 121 -34) (972273 16 -49) (1220160 0 -49) (1267476 34 -46) (1315875 30 -40) (1374911 10 -46) (1390300 9 -47) (1504801 10 -47) (1552549 27 -44) (1721988 1 -49) (1805396 6 -46) (1993441 11 -40) (2041121 24 -41) (2059212 39 -49) (2107332 2 -47)],31817,8576,371.0004664,Recognition Failed! ,0,52
2018-05-23-22-25-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_25_00\capaec265.pcm,-35,449,12036,3.730475241,[(306471 126 -49) (461538 6 -46) (497500 7 -47) (611092 9 -49) (658800 10 -47) (673932 40 -39) (721177 59 -35) (757440 71 -43) (804618 100 -42) (969601 0 -49) (1017482 4 -47) (1033420 0 -49) (1220192 0 -49) (1267843 4 -47) (1316608 0 -49) (1327220 0 -48) (1342121 0 -49) (1375110 1 -48) (1388489 9 -49) (1805165 3 -46)],33452,8576,390.0652985,Recognition Failed! ,0,52
2018-05-23-22-26-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_26_00\capaec266.pcm,-36,490,12036,4.071119973,[(412801 0 -49) (461205 16 -45) (513708 20 -49) (561548 20 -48) (603053 25 -46) (656706 40 -40) (683208 0 -49) (720864 57 -36) (756480 80 -41) (803265 121 -39) (969120 0 -46) (984961 0 -49) (1016901 9 -47) (1032954 0 -49) (1042930 0 -49) (1266496 0 -49) (1341121 20 -47) (1374493 0 -49) (1388621 34 -47) (1487052 0 -49) (1534457 0 -49) (1865291 21 -47) (1913166 27 -47)],33475,8576,390.3334888,Recognition Failed! ,0,52
2018-05-23-22-27-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_23_22_27_00\capaec267.pcm,-32,568,12036,4.719175806,[(462056 20 -48) (496572 19 -48) (604759 0 -49) (657878 42 -47) (673440 52 -32) (721305 57 -32) (755615 110 -41) (803640 122 -39) (825600 1 -47) (873413 7 -47) (1265741 12 -48) (1387236 77 -44) (1534990 0 -49) (1805156 0 -47) (1884275 0 -49) (1992965 21 -37) (2040793 28 -35) (2100326 0 -48)],29087,8576,339.167444,Recognition Failed! ,0,52
