TestTime,Result,Cooked,PeakdB,CookedVPtime,RefVPTime,CookedTime/RefTime*100%,VPList,CookedTime,RefTime,Cooked/RefTime*100%,VRRestult,CookVLen,RefVLen
2018-05-12-19-51-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_19_51_00\capaec171.pcm,-6,12122,12036,100.714523097,[(287056 3 -49) (437053 563 -6) (579966 602 -6) (671209 527 -10) (783863 318 -6) (904727 353 -10) (1040536 295 -20) (1144464 160 -18) (1224780 561 -6) (1335759 0 -49) (1418497 2155 -6) (1554930 2211 -6) (1698932 1898 -7) (1811981 2473 -6) (2032701 3 -48) (2127136 0 -49)],10510,8576,122.55130597,行行赢行熊你行晕了我的心里要把跑步当成一种爱好一点的情敌是自我挑战纪录片的价值被严重低估,44,52
2018-05-12-19-52-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_19_52_00\capaec172.pcm,-5,12272,12036,101.960784314,[(436534 552 -6) (580361 625 -7) (669701 566 -9) (780350 412 -6) (904257 369 -8) (1040298 265 -18) (1144034 170 -15) (1224636 559 -5) (1416951 2190 -6) (1554849 2195 -6) (1698882 1892 -6) (1811985 2477 -5)],10332,8576,120.475746269,行明赢行熊与行进了我的心里要把跑步换成一种爱系行使自我挑战纪录片的价值被严重低估,40,52
2018-05-12-19-53-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_19_53_00\capaec173.pcm,-5,12581,12036,104.528082419,[(181560 0 -49) (436727 560 -6) (550305 21 -43) (579140 645 -7) (670831 516 -9) (774260 515 -5) (903889 584 -10) (1040561 251 -14) (1144396 145 -18) (1223968 586 -6) (1338243 17 -48) (1417817 2201 -6) (1554474 2179 -6) (1698493 1910 -7) (1812030 2451 -6)],10335,8576,120.510727612,行行赢行如一行把刘静的我的心理要玩好不能成一种爱好于是自我挑战纪录片的价值被严重低估,42,52
2018-05-12-19-54-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_19_54_00\capaec174.pcm,-6,12544,12036,104.220671319,[(56904 0 -49) (437146 571 -6) (552640 15 -46) (580834 596 -6) (671813 521 -10) (754643 46 -48) (773784 534 -6) (904859 489 -8) (1041521 261 -14) (1075390 3 -49) (1144599 187 -16) (1224657 574 -6) (1336488 0 -49) (1417524 2185 -7) (1555553 2220 -6) (1699433 1898 -6) (1812538 2444 -6)],10619,8576,123.822294776,行行影音行熊林行我的心里又划好不忙成一种爱好日自我挑战纪录片的价值被严重的问题,39,52
2018-05-12-19-55-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_19_55_00\capaec175.pcm,-6,11989,12036,99.6095048189,[(436422 508 -6) (552606 2 -49) (579207 614 -6) (670893 530 -9) (783664 331 -6) (904109 368 -9) (982609 3 -47) (1040416 280 -17) (1144513 158 -21) (1224331 478 -6) (1381934 0 -49) (1418252 2169 -6) (1554644 2205 -6) (1698934 1891 -6) (1811727 2452 -6)],10406,8576,121.338619403,赢行赢行如你行往哪流进了我的心里要把跑步当成一种爱好系行使自我挑战纪录片的价值被严峻一个人,45,52
2018-05-12-19-56-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_19_56_00\capaec176.pcm,-6,12296,12036,102.160186108,[(437255 574 -6) (580052 710 -7) (671807 523 -11) (784235 354 -6) (905111 367 -10) (1040679 281 -19) (1067076 3 -49) (1144414 168 -18) (1225048 554 -6) (1382089 0 -49) (1417860 2198 -6) (1555329 2225 -6) (1699740 1888 -6) (1812366 2450 -6) (2055154 0 -49) (2081763 1 -48)],10609,8576,123.705690299,行你赢行永与行进了我的心里要把跑步能成一种爱好t型是自我挑战纪录片的价值被严重低估,41,52
2018-05-12-19-57-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_19_57_00\capaec177.pcm,-6,12430,12036,103.273512795,[(398377 3 -49) (437037 577 -6) (549341 66 -43) (580330 606 -7) (668922 576 -10) (784358 326 -6) (905125 497 -10) (1040502 297 -18) (1144815 165 -17) (1225161 557 -6) (1381643 3 -47) (1417316 2196 -7) (1555343 2209 -6) (1699856 1899 -6) (1812398 2453 -6) (2045277 0 -49)],10694,8576,124.696828358,行赢应行永李行我的心里要把跑步换成一种爱好是自我挑战纪录片的价值被严重低估,37,52
2018-05-12-19-58-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_19_58_00\capaec178.pcm,-6,12614,12036,104.802259887,[(437662 581 -6) (550645 9 -47) (579814 727 -6) (669725 569 -9) (784049 330 -6) (904780 486 -12) (983148 0 -49) (1040677 270 -17) (1072310 2 -49) (1144977 159 -18) (1217989 706 -6) (1336462 0 -48) (1417053 2212 -6) (1555483 2210 -6) (1700199 1898 -6) (1812620 2455 -6)],10592,8576,123.507462687,行赢赢行如云行进了我的心里要把跑步当成一种爱好剧情是自我挑战纪录片的价值被严峻的问题,42,52
2018-05-12-19-59-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_19_59_00\capaec179.pcm,-5,12457,12036,103.497839814,[(437265 605 -6) (580306 571 -7) (671932 513 -9) (784386 324 -6) (904765 488 -8) (1041476 284 -19) (1144549 178 -20) (1216052 746 -6) (1335722 60 -46) (1354779 0 -49) (1418319 2177 -5) (1555472 2171 -6) (1699439 1898 -6) (1812687 2442 -6) (2077236 0 -49)],10421,8576,121.513526119,行人赢行永你行我的心里要把跑步能成一种爱好t型是自我挑战纪录片的价值被眼镜给你,39,52
2018-05-12-20-00-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_00_00\capaec180.pcm,-5,12537,12036,104.162512463,[(437548 559 -6) (475032 3 -49) (550090 54 -45) (580221 588 -6) (629671 25 -47) (667485 599 -9) (783446 335 -6) (904216 618 -9) (982586 2 -49) (1040422 323 -21) (1144422 168 -18) (1224950 555 -6) (1335468 13 -48) (1348190 6 -48) (1418113 2172 -6) (1555233 2194 -6) (1700199 1878 -6) (1812482 2445 -5)],10374,8576,120.965485075,行你赢行熊一行进了我的心里有把跑步能成一种爱好进行识字我讲的纪录片的价值被严重的你,41,52
2018-05-12-20-01-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_01_00\capaec181.pcm,-6,12522,12036,104.037886341,[(437783 579 -6) (550456 4 -49) (580612 676 -7) (671861 518 -9) (784317 317 -6) (904937 668 -10) (1041493 284 -20) (1145069 160 -20) (1225118 563 -6) (1382059 2 -48) (1418115 2193 -6) (1555610 2210 -6) (1699564 1899 -6) (1812618 2449 -6)],10397,8576,121.233675373,行赢杨行熊你行ma慢慢的进了我的心里要把讨论当成一种爱好进行识字我讲的纪录片的价值被眼睛一眯,46,52
2018-05-12-20-02-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_02_00\capaec182.pcm,-6,12561,12036,104.361914257,[(437373 579 -6) (550240 3 -48) (580727 701 -7) (625184 0 -49) (667965 604 -9) (783558 342 -6) (905017 580 -10) (1041659 254 -20) (1144791 163 -19) (1225124 531 -6) (1336044 0 -49) (1418223 2181 -6) (1555738 2263 -6) (1699508 1908 -6) (1812576 2452 -6)],10521,8576,122.679570896,行行应行熊行啊我的心里要把我当成一种爱好是自我挑战纪录片的价值被严重的病,36,52
2018-05-12-20-03-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_03_00\capaec183.pcm,-6,12460,12036,103.522765038,[(438130 704 -6) (550225 46 -48) (582019 541 -8) (659997 772 -10) (785907 323 -6) (905871 395 -9) (1041638 306 -20) (1145663 170 -16) (1226526 533 -7) (1417969 2173 -7) (1556920 2176 -6) (1702203 1875 -6) (1813963 2446 -6)],10440,8576,121.735074627,行您银行熊一行亲了我的心里有把跑步当成一种爱好,23,52
2018-05-12-20-04-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_04_00\capaec184.pcm,-5,12329,12036,102.434363576,[(398211 4 -48) (437847 566 -6) (550486 54 -46) (581122 594 -7) (667767 622 -9) (784851 319 -6) (905895 399 -12) (982722 5 -45) (1041090 287 -20) (1144730 178 -16) (1225855 547 -6) (1336289 0 -49) (1418291 2191 -6) (1555992 2213 -6) (1700527 1888 -5) (1813272 2451 -6) (2065606 11 -46)],10476,8576,122.154850746,行你应行熊你行我的心里有把跑步当成一种爱好自我挑战纪录片的价值被严重你,35,52
2018-05-12-20-05-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_05_00\capaec185.pcm,-6,12703,12036,105.541708209,[(437384 564 -6) (550273 0 -48) (580860 601 -7) (659818 775 -10) (776573 503 -6) (905803 380 -9) (1040693 281 -20) (1145064 181 -15) (1225775 535 -6) (1335867 129 -48) (1416671 2230 -6) (1555989 2214 -6) (1701267 1878 -6) (1813092 2432 -6)],10579,8576,123.355876866,行你应行如你行回去了我的心里有把跑步养成一种爱好一停止自我挑战与路边的价值被严重呢你,42,52
2018-05-12-20-06-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_06_00\capaec186.pcm,-6,12463,12036,103.547690263,[(437713 574 -6) (580785 635 -9) (667612 617 -9) (772475 0 -49) (784867 329 -6) (904913 401 -11) (982625 0 -49) (1041507 281 -20) (1144817 171 -19) (1216808 710 -7) (1418658 2192 -6) (1556050 2229 -6) (1700781 1886 -7) (1812984 2438 -6)],10522,8576,122.691231343,行行赢行永你行进了我的心里要把跑步当成一种爱好进行的是自我挑战纪录片的价值被严重嗯,41,52
2018-05-12-20-07-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_07_00\capaec187.pcm,-5,12663,12036,105.209371884,[(437297 582 -6) (549224 74 -41) (580893 839 -10) (666606 635 -10) (785170 306 -5) (905886 380 -8) (1041207 280 -20) (1145150 163 -14) (1222492 608 -6) (1417663 2199 -7) (1556083 2190 -6) (1700950 1878 -6) (1813112 2445 -6) (2037601 84 -49) (2066164 0 -49)],10448,8576,121.828358209,行有银行熊一行见了我的心里有把跑步当成一种爱好,23,52
2018-05-12-20-08-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_08_00\capaec188.pcm,-5,12259,12036,101.852775008,[(95079 2 -49) (398332 0 -49) (437429 600 -6) (550062 5 -48) (580938 571 -9) (667428 606 -10) (784656 322 -6) (904777 395 -10) (982340 4 -47) (1041482 274 -23) (1144556 189 -17) (1225720 542 -6) (1334705 26 -46) (1381547 4 -47) (1417476 2193 -6) (1555938 2210 -6) (1700473 1884 -6) (1813138 2432 -5)],10265,8576,119.694496269,行赢赢行熊行慢慢的流进了我的心里有把跑步当成一种爱好,26,52
2018-05-12-20-09-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_09_00\capaec189.pcm,-6,12686,12036,105.400465271,[(298001 3 -49) (437798 585 -6) (550469 4 -48) (581295 588 -7) (660178 765 -10) (784720 341 -6) (905037 523 -11) (1041607 276 -19) (1145054 174 -18) (1216712 697 -6) (1418430 2170 -6) (1555898 2213 -6) (1700731 1890 -6) (1813004 2457 -6)],10478,8576,122.178171642,赢人杨幂行熊你行进了我的心里有划痕会养成一种爱好剧情是自我挑战纪录片的价值被严重低估,42,52
2018-05-12-20-10-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_10_00\capaec190.pcm,-5,12354,12036,102.642073779,[(436644 600 -6) (579731 588 -7) (671028 532 -10) (783664 327 -5) (904759 501 -11) (1040503 271 -14) (1144260 156 -17) (1224064 533 -6) (1335455 144 -45) (1418135 2171 -6) (1554591 2194 -6) (1699081 1887 -6) (1811893 2450 -6)],10395,8576,121.210354478,赢行英行如请行网怎么流进了我的心里要玩好不能成一种爱好自我挑战纪录片的价值被严峻给你,42,52
2018-05-12-20-11-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_11_00\capaec191.pcm,-6,12201,12036,101.370887338,[(436857 566 -6) (552653 2 -49) (580325 588 -7) (671125 528 -11) (783717 341 -6) (904339 442 -10) (1040985 253 -17) (1144469 160 -20) (1224666 559 -6) (1416659 2209 -6) (1555043 2207 -6) (1699412 1887 -6) (1812215 2459 -6)],10491,8576,122.329757463,行行应行熊行进了我的心里要划好不用成一种爱好自我挑战纪录片的价值被严重低估,37,52
2018-05-12-20-12-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_12_00\capaec192.pcm,-6,12285,12036,102.068793619,[(65377 0 -49) (437008 629 -6) (549686 68 -43) (579425 598 -6) (670958 551 -9) (783432 338 -6) (904318 385 -12) (1040475 282 -18) (1144356 160 -19) (1224671 545 -6) (1337446 1 -49) (1391176 4 -47) (1418445 2172 -6) (1554828 2203 -6) (1698737 1897 -6) (1812167 2452 -6)],10520,8576,122.667910448,行行应行熊一行往哪流进了我的心里要把跑步当成一种爱好邮寄形式自我挑战纪录片的价值被严峻你,44,52
2018-05-12-20-13-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_13_00\capaec193.pcm,-5,12629,12036,104.926886009,[(438083 557 -6) (581124 605 -9) (660459 759 -10) (784743 347 -6) (905592 440 -10) (1041204 287 -19) (1144810 178 -14) (1226024 541 -6) (1335331 13 -47) (1390997 0 -49) (1417932 2187 -7) (1556136 2222 -5) (1701233 1857 -6) (1813176 2434 -6) (2098084 202 -44)],10401,8576,121.280317164,行赢晕行熊你行慢慢的流进了我的心里有把我当成一种爱好系行使自我挑战纪录片的价值被严重低估,44,52
2018-05-12-20-14-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_14_00\capaec194.pcm,-6,12306,12036,102.243270189,[(436882 577 -6) (549519 75 -43) (579709 619 -7) (671175 517 -10) (783283 342 -6) (904479 420 -12) (982667 2 -48) (1040554 258 -18) (1144206 170 -16) (1224493 567 -6) (1418568 2157 -6) (1554710 2229 -6) (1698634 1913 -6) (1812305 2460 -6)],10516,8576,122.621268657,赢行赢行熊谁行进了我的心你要跑步养成一种爱好平时自我挑战纪录片的价值被严峻的,38,52
2018-05-12-20-15-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_15_00\capaec195.pcm,-5,12787,12036,106.23961449,[(437594 576 -5) (550336 2 -48) (581204 654 -10) (660438 759 -9) (783743 352 -6) (906482 445 -10) (1041404 279 -18) (1144955 188 -16) (1226173 514 -6) (1336244 222 -47) (1417558 2200 -7) (1556364 2220 -6) (1700737 1887 -6) (1813489 2489 -6)],10343,8576,120.604011194,行应行永一行进了我的心里有把跑步养成一种爱我只行使自我挑战纪录片的价值被眼睛一闭,40,52
2018-05-12-20-16-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_16_00\capaec196.pcm,-6,12777,12036,106.156530409,[(438414 566 -6) (550588 0 -49) (581562 600 -11) (659568 796 -10) (785413 298 -6) (905736 446 -11) (1041553 298 -26) (1145330 178 -14) (1226508 536 -6) (1341496 331 -47) (1418886 2183 -7) (1556545 2205 -6) (1700674 1895 -6) (1813661 2445 -6) (2017066 0 -48)],10650,8576,124.183768657,行人应行熊行猛地进了我的心里有把跑步当成一种爱好行使自我挑战与路边的价值被严重的你,41,52
2018-05-12-20-17-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_17_00\capaec197.pcm,-5,12587,12036,104.577932868,[(285704 15 -48) (436798 631 -7) (549371 27 -43) (580413 566 -6) (671520 527 -9) (783674 338 -6) (905290 421 -10) (980650 236 -44) (1040614 282 -16) (1072163 114 -47) (1144456 159 -18) (1224452 562 -6) (1418215 2176 -5) (1554918 2189 -6) (1699381 1893 -6) (1812109 2451 -6)],10442,8576,121.758395522,行行应行熊你行进了我的心里要把跑步当成一种爱好t型是自我挑战纪录片的价值被严峻的问,41,52
2018-05-12-20-18-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_18_00\capaec198.pcm,-6,12575,12036,104.478231971,[(222521 4 -48) (437458 684 -6) (549496 63 -44) (580740 632 -7) (666245 639 -9) (784447 329 -6) (905335 472 -10) (1041073 273 -20) (1144819 169 -17) (1225230 536 -6) (1417211 2218 -6) (1555578 2213 -6) (1699609 1892 -6) (1812612 2451 -6)],10514,8576,122.597947761,行人英行有一行郁闷的图片了我的心里要把跑步当成一种爱好进行时自我挑战纪录片的价值被严重低估,45,52
2018-05-12-20-19-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_19_00\capaec199.pcm,-6,12409,12036,103.099036225,[(437234 605 -6) (581099 614 -9) (669084 582 -11) (785014 300 -6) (906026 368 -9) (1040995 317 -23) (1144915 186 -12) (1222397 608 -6) (1335215 44 -46) (1351210 77 -49) (1417646 2197 -7) (1556087 2216 -6) (1700801 1884 -6) (1813267 2411 -6)],10521,8576,122.679570896,行行银行行熊你行那么近的我的心里有把跑步养成一种爱,25,52
2018-05-12-20-20-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_20_00\capaec200.pcm,-6,12585,12036,104.561316052,[(437271 501 -6) (580406 702 -7) (670854 528 -9) (783692 333 -6) (904858 669 -10) (982397 11 -46) (1040534 276 -18) (1067296 27 -46) (1144577 161 -19) (1221281 619 -6) (1417952 2192 -6) (1555095 2203 -6) (1699517 1904 -6) (1812168 2459 -6)],10513,8576,122.586287313,赢赢赢行熊一行进了我的心里要划好不忙成一种爱好行使自我挑战纪录片的价值被严重低估,40,52
2018-05-12-20-21-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_21_00\capaec201.pcm,-5,12482,12036,103.705550017,[(178263 3 -49) (436870 654 -6) (549562 67 -47) (580019 602 -7) (668326 589 -8) (783864 322 -6) (905125 454 -11) (1040781 261 -19) (1145021 164 -20) (1224669 569 -6) (1337879 9 -47) (1415843 2215 -7) (1554915 2214 -6) (1699500 1904 -6) (1812320 2455 -5) (2015037 0 -48)],10296,8576,120.055970149,行明应行熊你行网怎么进的我的心里要把跑步当成一种爱好额济形势自我调的纪录片的价值被严重的病,45,52
2018-05-12-20-22-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_22_00\capaec202.pcm,-6,12559,12036,104.345297441,[(438117 692 -6) (550562 54 -45) (581303 585 -9) (620604 18 -48) (666765 640 -9) (785599 300 -6) (905860 409 -9) (1041896 303 -20) (1144810 189 -14) (1226164 542 -7) (1336374 87 -46) (1355680 18 -48) (1382058 4 -47) (1418034 2214 -6) (1556526 2203 -6) (1701609 1868 -6) (1813810 2433 -6)],10567,8576,123.215951493,行行应行永一行慢慢的进了我的心里有把跑步当成一种爱一群自我挑战纪录片的价值被严重的问题,43,52
2018-05-12-20-23-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_23_00\capaec203.pcm,-6,12403,12036,103.049185776,[(437890 687 -6) (581019 588 -6) (671625 521 -10) (756849 9 -47) (783976 332 -6) (904450 494 -10) (1040414 293 -18) (1085789 28 -46) (1144459 168 -19) (1224980 550 -7) (1335811 0 -49) (1417732 2180 -6) (1555325 2221 -6) (1699684 1889 -7) (1812701 2443 -6)],10570,8576,123.250932836,行行英行如与行进了我的心里要把跑步当成一种爱好异形是自我挑战纪录片的价值被严重你们,41,52
2018-05-12-20-24-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_24_00\capaec204.pcm,-5,12797,12036,106.322698571,[(438094 574 -6) (550508 2 -49) (581549 736 -8) (667896 621 -9) (785440 288 -5) (906486 605 -10) (1041863 285 -19) (1144807 185 -15) (1216381 744 -6) (1335888 9 -49) (1418101 2196 -7) (1556373 2233 -6) (1701176 1867 -6) (1813729 2452 -6)],10430,8576,121.618470149,赢赢应行从一行进了我的心里映华好目标成一种爱好自己迷失自我讲的与路边的价值被严重低估,42,52
2018-05-12-20-25-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_25_00\capaec205.pcm,-6,12404,12036,103.057494184,[(437274 562 -6) (550581 52 -47) (581088 587 -7) (659405 787 -9) (784457 312 -6) (905310 380 -11) (933914 0 -48) (1041578 298 -20) (1145058 165 -19) (1225394 546 -6) (1419105 2166 -6) (1555538 2205 -6) (1699498 1902 -6) (1812819 2442 -6) (2040005 0 -48)],10482,8576,122.224813433,行你赢行熊一行问刘静了我的心里要把跑步养成一种爱好t型是自我挑战纪录片的价值被监禁于你,43,52
2018-05-12-20-26-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_26_00\capaec206.pcm,-5,12479,12036,103.680624792,[(437039 512 -6) (550271 54 -43) (580338 608 -6) (668208 585 -9) (759277 216 -46) (783858 338 -6) (905530 377 -10) (1040924 276 -18) (1144827 165 -19) (1225126 544 -6) (1341209 77 -47) (1354598 9 -46) (1419011 2156 -7) (1555295 2220 -6) (1700063 1880 -6) (1812418 2450 -5) (2146438 12 -48)],10294,8576,120.032649254,行赢应行如与行进了我的心里要把跑步养成一种爱好一行字时自我挑战纪录片的价值被严重低估,42,52
2018-05-12-20-27-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_27_00\capaec207.pcm,-6,12231,12036,101.620139581,[(437228 565 -6) (580784 588 -7) (671736 509 -9) (754220 0 -49) (779485 434 -6) (904786 441 -10) (938470 0 -49) (1041136 274 -22) (1144967 155 -18) (1225410 552 -6) (1419100 2164 -7) (1555437 2203 -6) (1699905 1893 -6) (1812575 2453 -6)],10481,8576,122.213152985,行赢应行熊一行进了我的心里要把跑步养成一种爱好十字我讲呢一路边的价值被严重的病,39,52
2018-05-12-20-28-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_28_00\capaec208.pcm,-5,12151,12036,100.955466933,[(437302 581 -6) (550498 6 -49) (580712 588 -6) (671608 522 -9) (784012 342 -6) (905407 373 -11) (938731 0 -49) (982046 13 -47) (1041069 293 -21) (1065690 1 -48) (1079094 19 -45) (1144778 175 -17) (1225108 551 -6) (1418842 2163 -6) (1555298 2171 -6) (1699691 1902 -5) (1812425 2451 -6)],10366,8576,120.872201493,行你应行熊你行我的心里要把跑步当成一种爱好系行使自我挑战纪录片的价值被严重低估,39,52
2018-05-12-20-29-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_29_00\capaec209.pcm,-6,12325,12036,102.401129944,[(437336 569 -6) (580751 560 -6) (671635 525 -9) (777172 470 -6) (905708 482 -11) (1041139 275 -17) (1144980 152 -16) (1225320 546 -6) (1336028 9 -46) (1390622 11 -46) (1417045 2207 -6) (1555449 2192 -6) (1700319 1880 -6) (1812578 2447 -6) (2073076 0 -49) (2083887 0 -49)],10590,8576,123.484141791,行宁应行如与行我的心里要把跑步当成一种爱好自我挑战纪录片的价值被沿经一路,36,52
2018-05-12-20-30-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_30_00\capaec210.pcm,-5,12549,12036,104.26221336,[(437729 556 -6) (550006 18 -46) (580792 582 -7) (668326 593 -12) (777924 470 -6) (904214 403 -10) (982457 9 -46) (1040522 303 -20) (1144197 177 -17) (1225271 554 -6) (1335284 42 -47) (1353347 95 -46) (1417114 2193 -7) (1555523 2221 -6) (1700295 1891 -6) (1812646 2442 -5)],10399,8576,121.256996269,行你能行从一行我的心里要把跑步养成一种爱好一停止自我挑战纪录片的价值被监禁你,38,52
2018-05-12-20-31-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_31_00\capaec211.pcm,-6,12491,12036,103.78032569,[(437010 633 -6) (549979 15 -46) (580974 612 -7) (620574 21 -49) (667266 618 -11) (784664 334 -6) (905900 396 -10) (1040773 294 -21) (1144814 179 -16) (1221651 627 -6) (1335695 2 -48) (1354508 0 -49) (1416491 2213 -7) (1555727 2223 -6) (1700465 1880 -6) (1812917 2444 -6)],10537,8576,122.86613806,经你应行熊你行进了我的心里有把跑步养成一种爱好进行识字我讲了一路边的价值被严重低估,41,52
2018-05-12-20-32-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_32_00\capaec212.pcm,-6,12599,12036,104.677633765,[(437445 668 -6) (550213 52 -47) (580347 611 -7) (667706 603 -11) (774089 560 -6) (905057 396 -11) (982276 11 -46) (1041156 272 -21) (1145213 161 -14) (1225335 548 -6) (1417281 2203 -6) (1555724 2202 -6) (1700464 1864 -6) (1812733 2448 -6) (2088959 0 -49)],10516,8576,122.621268657,行你赢行如一行应了我的心里有把我当成一种爱好t型是自我挑战与路边的价值被严重低估,40,52
2018-05-12-20-33-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_33_00\capaec213.pcm,-5,12751,12036,105.940511798,[(437917 575 -6) (552827 9 -48) (580960 665 -7) (668959 588 -9) (776265 504 -6) (904994 395 -9) (1041278 274 -19) (1069320 0 -49) (1145450 172 -17) (1213787 806 -6) (1417506 2206 -6) (1555974 2202 -5) (1700784 1894 -6) (1812819 2461 -6)],10470,8576,122.08488806,行行应行永一行进了我的心里要把跑步当成一种爱好我的裙子是自我挑战纪录片的价值被严重低估,43,52
2018-05-12-20-34-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_34_00\capaec214.pcm,-6,12281,12036,102.035559987,[(262175 1 -48) (438238 570 -6) (550675 9 -47) (581498 592 -8) (672677 519 -10) (785346 326 -6) (905517 466 -11) (1041297 298 -21) (1145155 182 -17) (1226413 540 -6) (1336489 0 -49) (1382280 2 -48) (1418215 2238 -7) (1556477 2202 -6) (1701272 1882 -6) (1813484 2454 -6)],10613,8576,123.75233209,行人经行熊一行那么近的我的心里有把跑步养成一种爱好自我挑战纪录片的价值被严重你,39,52
2018-05-12-20-35-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_35_00\capaec215.pcm,-6,12191,12036,101.287803257,[(437347 567 -6) (581008 587 -7) (659255 15 -46) (672228 508 -9) (784365 314 -6) (905373 427 -9) (1041246 280 -21) (1145257 159 -16) (1225273 555 -6) (1335440 22 -45) (1418128 2180 -6) (1555768 2218 -6) (1700185 1903 -6) (1812781 2456 -6)],10499,8576,122.423041045,行赢赢永与行啊我的心里有把我当成一种爱好自我挑战纪录片的价值被严重的你,35,52
2018-05-12-20-36-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_36_00\capaec216.pcm,-5,12584,12036,104.553007644,[(437635 669 -6) (581369 596 -7) (659639 791 -9) (785080 319 -6) (905443 420 -11) (982890 2 -47) (1041328 308 -21) (1145447 179 -18) (1226077 547 -6) (1418803 2202 -6) (1556196 2213 -6) (1700562 1890 -5) (1813219 2448 -5)],10446,8576,121.805037313,行赢应行熊许行网网的途径了我的心里要把跑步当成一种爱好自己迷失自我讲下纪录片的价值被严重低估,46,52
2018-05-12-20-37-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_12_20_37_00\capaec217.pcm,-6,12342,12036,102.542372881,[(437893 566 -6) (581540 562 -7) (668199 608 -9) (784909 327 -6) (905241 519 -12) (1041536 300 -18) (1145692 159 -17) (1226019 550 -6) (1418187 2179 -6) (1556087 2212 -6) (1700615 1886 -6) (1813204 2455 -6) (2009061 19 -48)],10586,8576,123.4375,行行应行熊一行进了我的心里要把跑步当成一种爱好自我挑战纪录片的价值被严重的病,38,52
